Epoch,Percentage,Loss
1,0.0,2.3003292083740234
1,2.0,2.2252097129821777
1,4.0,2.0103657245635986
1,6.0,2.172459840774536
1,8.0,2.0637619495391846
1,10.0,1.589013695716858
1,12.0,1.2006125450134277
1,14.0,0.8738324642181396
1,16.0,1.0537993907928467
1,18.0,1.2586936950683594
1,20.0,0.6469919681549072
1,22.0,0.676135778427124
1,24.0,0.5450924634933472
1,26.0,0.5762532353401184
1,28.0,0.7936002016067505
1,30.0,0.46278122067451477
1,32.0,0.4745844602584839
1,34.0,0.7561664581298828
1,36.0,0.5258654356002808
1,38.0,0.39889979362487793
1,40.0,0.33608001470565796
1,42.0,0.5830889940261841
1,44.0,0.25903594493865967
1,46.0,0.4822208285331726
1,48.0,0.5497661232948303
1,50.0,0.4052645266056061
1,52.0,0.2523927390575409
1,54.0,0.5689414143562317
1,56.0,0.5059940218925476
1,58.0,0.4161708354949951
1,60.0,0.3957049250602722
1,62.0,0.2769322395324707
1,64.0,0.3230475187301636
1,66.0,0.4121544361114502
1,68.0,0.5476070046424866
1,70.0,0.4956420660018921
1,72.0,0.17689591646194458
1,74.0,0.4250839352607727
1,76.0,0.4114300310611725
1,78.0,0.5537097454071045
1,80.0,0.4290372133255005
1,82.0,0.3194230794906616
1,84.0,0.32002270221710205
1,86.0,0.29296863079071045
1,88.0,0.6127898693084717
1,90.0,0.4328422248363495
1,92.0,0.3234650492668152
1,94.0,0.3053017258644104
1,96.0,0.45526161789894104
1,98.0,0.36504682898521423
2,0.0,0.16194143891334534
2,2.0,0.5349015593528748
2,4.0,0.41428667306900024
2,6.0,0.11737371981143951
2,8.0,0.3620558977127075
2,10.0,0.08559396117925644
2,12.0,0.3731651306152344
2,14.0,0.22514718770980835
2,16.0,0.3283618092536926
2,18.0,0.4618081748485565
2,20.0,0.34663140773773193
2,22.0,0.24829570949077606
2,24.0,0.37552693486213684
2,26.0,0.2607921361923218
2,28.0,0.24210721254348755
2,30.0,0.23461629450321198
2,32.0,0.3228382170200348
2,34.0,0.15397900342941284
2,36.0,0.06259132921695709
2,38.0,0.22927986085414886
2,40.0,0.0949004665017128
2,42.0,0.6080079078674316
2,44.0,0.37807852029800415
2,46.0,0.3106191158294678
2,48.0,0.30410146713256836
2,50.0,0.2879266142845154
2,52.0,0.23544594645500183
2,54.0,0.27652013301849365
2,56.0,0.17695778608322144
2,58.0,0.36602604389190674
2,60.0,0.45671671628952026
2,62.0,0.2060946524143219
2,64.0,0.48339903354644775
2,66.0,0.25257986783981323
2,68.0,0.30805283784866333
2,70.0,0.21227356791496277
2,72.0,0.1285027265548706
2,74.0,0.41889357566833496
2,76.0,0.1843763291835785
2,78.0,0.2064799666404724
2,80.0,0.10364793241024017
2,82.0,0.2341601550579071
2,84.0,0.12851068377494812
2,86.0,0.22790420055389404
2,88.0,0.4782211482524872
2,90.0,0.27632713317871094
2,92.0,0.1689322590827942
2,94.0,0.3417043685913086
2,96.0,0.2748279571533203
2,98.0,0.15757979452610016
3,0.0,0.33917537331581116
3,2.0,0.19805468618869781
3,4.0,0.39338618516921997
3,6.0,0.2579582929611206
3,8.0,0.12296514958143234
3,10.0,0.3087064027786255
3,12.0,0.08128122985363007
3,14.0,0.27961939573287964
3,16.0,0.24103248119354248
3,18.0,0.36663562059402466
3,20.0,0.2583715319633484
3,22.0,0.2594890594482422
3,24.0,0.18966251611709595
3,26.0,0.28411152958869934
3,28.0,0.16125600039958954
3,30.0,0.18893058598041534
3,32.0,0.14033243060112
3,34.0,0.26801708340644836
3,36.0,0.13956987857818604
3,38.0,0.2678295373916626
3,40.0,0.23667699098587036
3,42.0,0.19948901236057281
3,44.0,0.2529371380805969
3,46.0,0.2658313512802124
3,48.0,0.2556889057159424
3,50.0,0.3594267666339874
3,52.0,0.2742622494697571
3,54.0,0.12421471625566483
3,56.0,0.33308592438697815
3,58.0,0.17334695160388947
3,60.0,0.21347680687904358
3,62.0,0.29640841484069824
3,64.0,0.3949391841888428
3,66.0,0.18681156635284424
3,68.0,0.4856663942337036
3,70.0,0.30836814641952515
3,72.0,0.18210595846176147
3,74.0,0.11404993385076523
3,76.0,0.2773207426071167
3,78.0,0.16533608734607697
3,80.0,0.03580529987812042
3,82.0,0.13207490742206573
3,84.0,0.1935274451971054
3,86.0,0.07983553409576416
3,88.0,0.2723487615585327
3,90.0,0.16222812235355377
3,92.0,0.20032308995723724
3,94.0,0.19722773134708405
3,96.0,0.2053908407688141
3,98.0,0.2016284167766571
4,0.0,0.08425422012805939
4,2.0,0.11841368675231934
4,4.0,0.06607381254434586
4,6.0,0.040235161781311035
4,8.0,0.20446370542049408
4,10.0,0.24098147451877594
4,12.0,0.2684980630874634
4,14.0,0.19681291282176971
4,16.0,0.11627636104822159
4,18.0,0.3848128020763397
4,20.0,0.09512940794229507
4,22.0,0.2124992311000824
4,24.0,0.1049661859869957
4,26.0,0.2562909722328186
4,28.0,0.2023899257183075
4,30.0,0.42655444145202637
4,32.0,0.0817500501871109
4,34.0,0.2358683943748474
4,36.0,0.11104957014322281
4,38.0,0.10983864217996597
4,40.0,0.23552240431308746
4,42.0,0.25411874055862427
4,44.0,0.1311330497264862
4,46.0,0.16972054541110992
4,48.0,0.12513601779937744
4,50.0,0.16172073781490326
4,52.0,0.1575847566127777
4,54.0,0.07863085716962814
4,56.0,0.29230839014053345
4,58.0,0.16479484736919403
4,60.0,0.24701763689517975
4,62.0,0.07274966686964035
4,64.0,0.332025945186615
4,66.0,0.11803852766752243
4,68.0,0.15972188115119934
4,70.0,0.3205360770225525
4,72.0,0.21353654563426971
4,74.0,0.29208359122276306
4,76.0,0.2540721595287323
4,78.0,0.0754949301481247
4,80.0,0.24804426729679108
4,82.0,0.16875523328781128
4,84.0,0.06545905768871307
4,86.0,0.26558810472488403
4,88.0,0.10075850039720535
4,90.0,0.09330987185239792
4,92.0,0.18058516085147858
4,94.0,0.27342331409454346
4,96.0,0.11357147246599197
4,98.0,0.17916743457317352
5,0.0,0.1160835325717926
5,2.0,0.16740790009498596
5,4.0,0.23656107485294342
5,6.0,0.1646212488412857
5,8.0,0.17137829959392548
5,10.0,0.29931747913360596
5,12.0,0.1342954784631729
5,14.0,0.16168621182441711
5,16.0,0.13627947866916656
5,18.0,0.03841213136911392
5,20.0,0.13083358108997345
5,22.0,0.2098023146390915
5,24.0,0.10147865116596222
5,26.0,0.19223499298095703
5,28.0,0.11547794193029404
5,30.0,0.2458847016096115
5,32.0,0.1568177342414856
5,34.0,0.21379809081554413
5,36.0,0.20150251686573029
5,38.0,0.2416863739490509
5,40.0,0.05370423197746277
5,42.0,0.10038253664970398
5,44.0,0.06499683856964111
5,46.0,0.37058836221694946
5,48.0,0.26295924186706543
5,50.0,0.24022144079208374
5,52.0,0.19114091992378235
5,54.0,0.2552732825279236
5,56.0,0.04727170988917351
5,58.0,0.12033440172672272
5,60.0,0.3027888238430023
5,62.0,0.3491303622722626
5,64.0,0.2105673849582672
5,66.0,0.11707949638366699
5,68.0,0.2187616527080536
5,70.0,0.27477318048477173
5,72.0,0.17410889267921448
5,74.0,0.2853560447692871
5,76.0,0.4090075194835663
5,78.0,0.15493348240852356
5,80.0,0.32674312591552734
5,82.0,0.1358274221420288
5,84.0,0.07676117867231369
5,86.0,0.12779095768928528
5,88.0,0.09506729990243912
5,90.0,0.13575252890586853
5,92.0,0.10900342464447021
5,94.0,0.10631229728460312
5,96.0,0.09581461548805237
5,98.0,0.16180337965488434
6,0.0,0.10787199437618256
6,2.0,0.13564172387123108
6,4.0,0.16147451102733612
6,6.0,0.1797390580177307
6,8.0,0.1555587500333786
6,10.0,0.05459406599402428
6,12.0,0.1681094616651535
6,14.0,0.23244115710258484
6,16.0,0.2803572714328766
6,18.0,0.07990375906229019
6,20.0,0.14398187398910522
6,22.0,0.11103694885969162
6,24.0,0.08406023681163788
6,26.0,0.12295645475387573
6,28.0,0.10400059819221497
6,30.0,0.10056596994400024
6,32.0,0.11437526345252991
6,34.0,0.10896417498588562
6,36.0,0.21658587455749512
6,38.0,0.1799747347831726
6,40.0,0.11203812807798386
6,42.0,0.12329953908920288
6,44.0,0.11437910795211792
6,46.0,0.04614708200097084
6,48.0,0.13442333042621613
6,50.0,0.13955622911453247
6,52.0,0.15708357095718384
6,54.0,0.13563272356987
6,56.0,0.14548619091510773
6,58.0,0.08999832719564438
6,60.0,0.09091470390558243
6,62.0,0.19681666791439056
6,64.0,0.07392538338899612
6,66.0,0.16903264820575714
6,68.0,0.08866153657436371
6,70.0,0.15286009013652802
6,72.0,0.1304667592048645
6,74.0,0.08626087009906769
6,76.0,0.1088070347905159
6,78.0,0.12365910410881042
6,80.0,0.12470036000013351
6,82.0,0.04268758371472359
6,84.0,0.2375396341085434
6,86.0,0.09543463587760925
6,88.0,0.24392662942409515
6,90.0,0.18460315465927124
6,92.0,0.10854416340589523
6,94.0,0.2482651174068451
6,96.0,0.2330031841993332
6,98.0,0.08763259649276733
7,0.0,0.06455487012863159
7,2.0,0.09717065095901489
7,4.0,0.2191218137741089
7,6.0,0.04747510701417923
7,8.0,0.12005631625652313
7,10.0,0.08591540157794952
7,12.0,0.06452655792236328
7,14.0,0.1673610955476761
7,16.0,0.2198733389377594
7,18.0,0.1699390858411789
7,20.0,0.15442630648612976
7,22.0,0.12744002044200897
7,24.0,0.07027588784694672
7,26.0,0.23381216824054718
7,28.0,0.033107511699199677
7,30.0,0.18114203214645386
7,32.0,0.1004210114479065
7,34.0,0.20628143846988678
7,36.0,0.04054001346230507
7,38.0,0.15145763754844666
7,40.0,0.3003607392311096
7,42.0,0.09914567321538925
7,44.0,0.08326461911201477
7,46.0,0.1865093857049942
7,48.0,0.07161413878202438
7,50.0,0.07885091006755829
7,52.0,0.04803801327943802
7,54.0,0.38802123069763184
7,56.0,0.1340806484222412
7,58.0,0.17731958627700806
7,60.0,0.1481000930070877
7,62.0,0.04395443573594093
7,64.0,0.19710928201675415
7,66.0,0.07669880241155624
7,68.0,0.1976100355386734
7,70.0,0.07820376008749008
7,72.0,0.16789793968200684
7,74.0,0.053025513887405396
7,76.0,0.15384243428707123
7,78.0,0.1646202802658081
7,80.0,0.05243004113435745
7,82.0,0.21539728343486786
7,84.0,0.11054836958646774
7,86.0,0.1051890179514885
7,88.0,0.2076825648546219
7,90.0,0.23734018206596375
7,92.0,0.10953867435455322
7,94.0,0.33977311849594116
7,96.0,0.1910308450460434
7,98.0,0.14949938654899597
8,0.0,0.18986302614212036
8,2.0,0.24877186119556427
8,4.0,0.34785422682762146
8,6.0,0.30124133825302124
8,8.0,0.08121845871210098
8,10.0,0.23426398634910583
8,12.0,0.1591852307319641
8,14.0,0.18929952383041382
8,16.0,0.1801755428314209
8,18.0,0.0873788595199585
8,20.0,0.10468829423189163
8,22.0,0.07094638049602509
8,24.0,0.11482149362564087
8,26.0,0.23153004050254822
8,28.0,0.14095446467399597
8,30.0,0.08991045504808426
8,32.0,0.22652748227119446
8,34.0,0.3338417708873749
8,36.0,0.13794712722301483
8,38.0,0.02596280723810196
8,40.0,0.057424645870923996
8,42.0,0.19360211491584778
8,44.0,0.21653631329536438
8,46.0,0.09437321871519089
8,48.0,0.04807399958372116
8,50.0,0.11215148866176605
8,52.0,0.1311197578907013
8,54.0,0.035152532160282135
8,56.0,0.17917753756046295
8,58.0,0.09688348323106766
8,60.0,0.08450854569673538
8,62.0,0.12304002046585083
8,64.0,0.04324416443705559
8,66.0,0.027933232486248016
8,68.0,0.08027485013008118
8,70.0,0.06570000946521759
8,72.0,0.056251607835292816
8,74.0,0.10352068394422531
8,76.0,0.11287616938352585
8,78.0,0.17512956261634827
8,80.0,0.3188580870628357
8,82.0,0.14308340847492218
8,84.0,0.08831056952476501
8,86.0,0.022211909294128418
8,88.0,0.2782776355743408
8,90.0,0.2797987759113312
8,92.0,0.17787715792655945
8,94.0,0.05141080170869827
8,96.0,0.2653307616710663
8,98.0,0.11055700480937958
9,0.0,0.11510252207517624
9,2.0,0.26809847354888916
9,4.0,0.11903822422027588
9,6.0,0.03787563368678093
9,8.0,0.02549699693918228
9,10.0,0.010429196059703827
9,12.0,0.25508958101272583
9,14.0,0.07711868733167648
9,16.0,0.16429968178272247
9,18.0,0.18527430295944214
9,20.0,0.07849694043397903
9,22.0,0.14454691112041473
9,24.0,0.14862112700939178
9,26.0,0.02384934574365616
9,28.0,0.14097976684570312
9,30.0,0.263953298330307
9,32.0,0.12022440880537033
9,34.0,0.15285807847976685
9,36.0,0.07671303302049637
9,38.0,0.13475117087364197
9,40.0,0.22903569042682648
9,42.0,0.06260080635547638
9,44.0,0.2097187042236328
9,46.0,0.14744041860103607
9,48.0,0.10751915723085403
9,50.0,0.12490461021661758
9,52.0,0.18046177923679352
9,54.0,0.15622252225875854
9,56.0,0.30694714188575745
9,58.0,0.06012262776494026
9,60.0,0.14345602691173553
9,62.0,0.26705384254455566
9,64.0,0.13716235756874084
9,66.0,0.3587602376937866
9,68.0,0.04738594591617584
9,70.0,0.16321086883544922
9,72.0,0.06356970965862274
9,74.0,0.019548773765563965
9,76.0,0.11410347372293472
9,78.0,0.17463664710521698
9,80.0,0.29873529076576233
9,82.0,0.07084633409976959
9,84.0,0.20091885328292847
9,86.0,0.11463890969753265
9,88.0,0.1776595562696457
9,90.0,0.11937762796878815
9,92.0,0.03863111883401871
9,94.0,0.2013780176639557
9,96.0,0.2148985117673874
9,98.0,0.18470945954322815
10,0.0,0.09500487893819809
10,2.0,0.12597455084323883
10,4.0,0.0826084241271019
10,6.0,0.17681510746479034
10,8.0,0.11443649977445602
10,10.0,0.05430242419242859
10,12.0,0.1832379251718521
10,14.0,0.1473476141691208
10,16.0,0.036180704832077026
10,18.0,0.10036921501159668
10,20.0,0.042067766189575195
10,22.0,0.18219557404518127
10,24.0,0.0943889245390892
10,26.0,0.20731773972511292
10,28.0,0.18673305213451385
10,30.0,0.026599742472171783
10,32.0,0.08599479496479034
10,34.0,0.047395333647727966
10,36.0,0.06444980204105377
10,38.0,0.036993470042943954
10,40.0,0.24178312718868256
10,42.0,0.3751421570777893
10,44.0,0.1251424252986908
10,46.0,0.0836741104722023
10,48.0,0.07610553503036499
10,50.0,0.04094709828495979
10,52.0,0.20729997754096985
10,54.0,0.052259836345911026
10,56.0,0.12465236335992813
10,58.0,0.07034847140312195
10,60.0,0.09943912923336029
10,62.0,0.07110718637704849
10,64.0,0.14891189336776733
10,66.0,0.03543388098478317
10,68.0,0.09515402466058731
10,70.0,0.02579857036471367
10,72.0,0.08122777938842773
10,74.0,0.0790211409330368
10,76.0,0.0953419953584671
10,78.0,0.05876057222485542
10,80.0,0.0649113655090332
10,82.0,0.07573225349187851
10,84.0,0.04484068229794502
10,86.0,0.1915789544582367
10,88.0,0.271175354719162
10,90.0,0.061329618096351624
10,92.0,0.17328856885433197
10,94.0,0.05779017508029938
10,96.0,0.11249018460512161
10,98.0,0.08478796482086182
